filename,name,address,tx_count,balance
27.sol,Zethr,0xd48b633045af65ff636f3c6edd744748351e020d,59296,5.0
28.sol,C20,0x26e75307fc0c021472feb8f727839531f112f317,53188,532.5425595781858
29.sol,Etheroll,0xddf0d0b9914d530e0b743808249d9af901f1bd01,39283,2.3294117647058825
30.sol,Etheroll,0x3ad2bfea535bf1673f22de61b19f758a2dd0efff,37135,1.0
31.sol,Rouleth,0x18a672e11d637fffadccc99b152f4895da069601,35562,91.00207140267086
32.sol,EtherTanksCore,0x336db6c1ead9cc4d5b0a33ac03c057e20640126a,34162,26.41223000001
33.sol,Dice,0xdd98b423dc61a756e1070de151b1485425505954,33900,354.87838566423807
34.sol,CelebrityToken,0xbb5ed1edeb5149af3ab43ea9c7a6963b3c1374f7,33630,2.041904931893449
35.sol,LocalEthereumEscrows,0x867ffb5a3871b500f65bdfafe0136f9667deae06,32143,42.595652375758426
36.sol,FoMo3DSoon,0x4e8ecF79AdE5e2C49B9e30D795517A81e0Bf00B8,30724,178.70959500947623
37.sol,POWM,0xa146240bf2c04005a743032dc0d241ec0bb2ba2b,30057,30.59158838579113
38.sol,SmartRoulette,0xDfC328c19C8De45ac0117f836646378c10e0CdA3,29313,292.17
39.sol,IDice,0xe6517b766e6ee07f91b517435ed855926bcb1aae,25626,57.34329253862734
40.sol,FoMo3Dshort,0x0ad3227eb47597b566ec138b3afd78cfea752de5,23327,155.7867437251744
41.sol,Dice,0x49fddeae0b521dab8d0c4b77e7161094f971320d,23207,12.65285136410527
42.sol,POOH,0x4C29d75cc423E8Adaa3839892feb66977e295829,22749,77.19538927013582
43.sol,Ethen,0xf4c27b8b002389864ac214cb13bfeef4cc5c4e8d,21932,39.19839335936487
44.sol,Dice,0x7da90089a73edd14c75b0c827cb54f4248d47ecc,20781,31.607681185002594
45.sol,SafeConditionalHFTransfer,0x1e143b2588705dfea63a17f2032ca123df995ce0,20751,67.0
46.sol,ETHERCExchange,0xd8d48e52f39ab2d169c8b562c53589e6c71ac4d3,20592,19.776489875151633
47.sol,EnclavesDEXProxy,0xbf45f4280cfbe7c2d2515a7d984b8c71c15e82b7,20187,18.195538923519358
48.sol,ChickenHunt,0x1ed3d2c916cab00631cce4b08a7f880d4badae94,19571,11.43344294997756
49.sol,WithdrawDAO,0xbf4ed7b27f1d666546e30d74d50d173d20bca754,19111,133.0
50.sol,BlockchainCutiesCore,0xd73be539d6b2076bab83ca6ba62dfe189abc6bbe,19100,10.725579257062176
51.sol,Dice,0x1e2fbe6be9eb39fc894d38be976111f332172d83,19089,716.5393658045195
52.sol,COSSToken,0x9e96604445ec19ffed9a5e8dd7b50a29c899a10c,18831,9.984972758033434
53.sol,CryptoPunksMarket,0xb47e3cd837dDF8e4c57F05d70Ab865de6e193BBB,18423,211.7611670682234
54.sol,EtheremonWorld,0x1fc7bd85293f3982f40d52698df8d26be89360d6,18354,68.329971237
55.sol,AdBank,0x2baac9330cf9ac479d819195794d79ad0c7616e3,18276,7.5
56.sol,DecentrEx,0xbF29685856FAE1e228878DFB35B280C0adCC3B05,16647,35.64864217189502
57.sol,IceRockMining,0xC16b542ff490e01fcc0DC58a60e1EFdc3e357cA6,16481,14.82129879
58.sol,EtheremonEnergy,0x6c8dce6d842e0d9d109dc4c69f35cf8904fc4cbf,16110,1.157
59.sol,BankeraToken,0xc80c5e40220172b36adee2c951f26f2a577810c5,16110,1.6005601188492455
60.sol,EtherToken,0x2956356cd2a2bf3202f771f50d3d14a367b48070,15768,220.85733617506915
61.sol,PepeCore,0xe4bd56cbf537074e3836a1721983107cce9e689f,14931,14.497788797297684
62.sol,Goo,0xdda9bcd985b1169607546b52910a0269dff5baf1,14019,1.189568691702556
63.sol,POTJ,0xc28e860c9132d55a184f9af53fc85e90aa3a0153,13366,13.194318591282366
64.sol,MCPSale,0x2C2391F793f4f81475D87fffE366458Ce5380A13,12642,138.234728
65.sol,HeroCoin,0xe477292f1b3268687a29376116b0ed27a9c76170,11975,2.0
66.sol,Dice,0xe642b6f79041c60d8447679b3a499f18d8b03b81,11936,823.7802034982867
67.sol,F3DPLUS,0x0f90ef4e2526e3d1791862574f9fb26a0f39ec86,11887,37.86300898946964
68.sol,ActionAuction,0xeae08961bf8bfe92879b1455c96893e313c8d858,11714,2.170303248470303
69.sol,Dice,0xe8a51be86ad96447d45ddeddc55013f25157688c,11656,649.35635066664
70.sol,FoMo3DLightning,0x24da016c06941ec2c92Be28e0A2b2e679F0D1dC7,11181,13.803650053673739
71.sol,FckDice,0x999999c60566e0a78df17f71886333e1dace0bae,11040,90.20666665379264
72.sol,ETToken,0x8fe19c447821b4cdcdd5012bca1b5469ca96d80d,11026,197.49847490209476
73.sol,EDCoreVersion1,0xf7eD56c1AC4d038e367a987258b86FC883b960a1,10805,1.1835159411831577
74.sol,Dice,0x4e646a576917a6a47d5b0896c3e207693870869d,10718,852.0454069246304
75.sol,EtherToken,0xd76b5c2a23ef78368d8e34288b5b65d616b746ae,10683,118.18221498909513
76.sol,CryptoPunks,0x6ba6f2207e343923ba692e5cae646fb0f566db8d,10397,1.0
77.sol,HAND,0x48c1b2f3efa85fbafb2ab951bf4ba860a08cdbb7,10068,2.0
78.sol,DutchAuction,0x98ecf84ac50aa3c090f88b04676babc296d03527,9948,25.317302874847904
79.sol,REV1,0x05215fce25902366480696f38c3093e31dbce69a,9751,30.80458233358809
80.sol,NamiCrowdSale,0x8d80de8a78198396329dfa769ad54d24bf90e7aa,9132,136.417164555
81.sol,WorldFomo,0xe1f338e069f202f2113d32c8a5d1046d83c92ca4,9066,4.947531110091015
82.sol,CmctSale,0x5Fe56CB82b3D88B6e37d3A9Dba8f5b40b28dDA7E,9026,6.70338298810277
83.sol,eosDASH,0xb27539d74b1fc04f3766c2d285c96ac3cd096cd1,8966,1.7458021219321
84.sol,RatScam,0x8a883a20940870dc055f2070ac8ec847ed2d9918,8952,37.51651202006504
85.sol,AutonomousConverter,0x686e5ac50d9236a9b7406791256e47feddb26aba,8152,1.0
86.sol,WithdrawDAO,0x755cdba6ae4f479f7164792b318b2a06c759833b,8134,74.0
87.sol,EristicaICO,0xf121ce76c6470fa3b0a5d4240f55eff10c8b221e,8019,1.0
88.sol,BinaryOption,0xe9a3217b3e9c7384dd62c0159ab05ea00ab4093a,7991,5.72577
89.sol,Etheroll,0xfaf4a5fbf621b049215c19a73babd0b94fd9155f,7973,1.81
90.sol,LOCKEDiN,0xdb4837c9d84315abcde80a865f15178f86db3966,7558,2.8347907341900958
91.sol,LegendaryPackFour,0xc47d7d42e44b2e04c83a45cf45898e597a0c2311,7475,1.5428
92.sol,EtherDelta,0x373c55c277b866a69dc047cad488154ab9759466,7417,126.95838717181987
93.sol,Etheroll,0xa52e014b3f5cc48287c2d483a3e026c32cc76e6d,7380,4.0
94.sol,PantheonEcoSystem,0xbd73e675e1fa3d60a302c797df5c82e558da7ce1,7333,4.0
95.sol,Joyso,0x04f062809b244e37e7fdc21d9409469c989c2342,7113,824.1578795783822
96.sol,InstaDice,0x04797c1ae852a31665d8e512ddae33e6044ef39d,7005,5.649608805978396
97.sol,MultiSigWalletWithDailyLimit,0x94e0ad4b2edf353ef83f8cd6d4709ee4155515ed,6926,18.0
98.sol,FoMoGame,0x86d179c28cceb120cd3f64930cf1820a88b77d60,6801,56.06310244709454
99.sol,Broker,0xba3ed686cc32ffa8664628b1e96d8022e40543de,6704,315.5806187451431
100.sol,MoonCatRescue,0x60cd862c9c687a9de49aecdc3a99b74a4fc54ab6,6671,6.09329013010001
101.sol,Sale,0x2097175d0abb8258f2468e3487f8db776e29d076,6498,5.0
102.sol,Imdex,0x5c3bB81d0E1391361b3198D02fE883dfF1ba70ad,6366,40.0
103.sol,WolkExchange,0x728781e75735dc0962df3a51d7ef47e798a7107e,6288,107.2751192304
104.sol,AxieClockAuction,0xf4985070ce32b6b1994329df787d1acc9a2dd9e2,6185,12.499075531506795
105.sol,Hourglass,0x34ba9c7402e1df11709c7983008b5a49d59e963f,5858,4.751733143563518
106.sol,DUBIex,0x7c21d723af0f4594d4f8821aa16bc27c8ea6cec7,5810,61.818589585628274
107.sol,SportCrypt,0x37304b0ab297f13f5520c523102797121182fb5b,5483,135.2068580768956
108.sol,ProofOfCraigGrant,0xea61319f55b6543962fe1d7bd990ef74849fc54f,5398,6.204138467383034
109.sol,Smartolution,0xe0ae35fe7df8b86ef08557b535b89bb6cb036c23,5285,1.0
110.sol,PonyCore,0xb6fc6e2385d55ccb83e297bd92e2bd89795b47a3,4994,30.035362033369022
111.sol,FighterCore,0x87d598064c736dd0c712d329afcfaa0ccc1921a1,4939,2.2236651297453705
112.sol,SaleClockAuction,0x1f52b87c3503e537853e160adbf7e330ea0be7c4,4921,6.830073573705002
113.sol,Zethroll,0xb7e5f473e5550d7ca9857561269531787094b715,4789,5.052879224404209
114.sol,ExoplanetToken,0xedb94888eff041eb50c9fc92c360f66afb3b94c5,4653,11.579739911199
115.sol,SimpleExchange,0x4426d15ad435c156edc1183938ff47b37d3931fb,4526,4.534381084084181
116.sol,Ethex,0xb746aed479f18287dc8fc202fe06f25f1a0a60ae,4460,11.913889206027658
117.sol,ChibiFighters,0x71c118b00759b0851785642541ceb0f4ceea0bd5,4405,1.455715
118.sol,Hourglass,0xbc1869a652f68260428b382fd06c96196d92d02d,4206,1.8715682653671677
119.sol,EtherDelta,0x4aea7cf559f67cedcad07e12ae6bc00f07e8cf65,4201,221.09493788060783
120.sol,PoWTF,0x702392282255f8c0993dbbbb148d80d2ef6795b1,4184,4.568623205373274
121.sol,DWorldCore,0x752c4e4e90846c5673c3791b9809f71b7d4a638a,4058,2.0301338802083335
122.sol,StrongHold,0x7e7e645e9121dddaf87d0434feb9f113d1dbbb41,3983,3.213432876594844
123.sol,SaleClockAuction,0x7192bb75777dab47ef6fbf6f6c0e4bcbb2294f38,3885,2.2640107987143727
124.sol,Hourglass,0xe1c9a03cf690256ff7738cbd508c88cf5238a535,3847,5.670076094723747
125.sol,NewCratePreSale,0xc23f76aea00b775aadc8504ccb22468f4fd2261a,3812,452.0
126.sol,BurnupGameCore,0x1f58af89d12d4a60647f99a9fc71dd0367b56df4,3762,441.0
127.sol,GandhiJi,0x167cb3f2446f829eb327344b66e271d1a7efec9a,3750,113.80363810975311
128.sol,MultiSigWallet,0xa723606e907bf84215d5785ea7f6cd93a0fbd121,3629,2.0
129.sol,MoxyOneCrowdsale,0x6b609d9095d069c805650234ab67595b3a6ab934,3589,332.21715014726306
130.sol,TokenSales,0xf0160428a8552ac9bb7e050d90eeade4ddd52843,3555,466.0
131.sol,Suoha,0x460a5098248f4aa1a46eec6aac78b7819ea01c42,3540,2.155271144527184
132.sol,PlaykeyICO,0x26d08b9d227933a85e855656dc46ab889e183c88,3403,10.0
133.sol,EtherRacingCore,0x365ec7b439abcc8a3a2c4289f0868a4adcd996e9,3289,2.9628
134.sol,DBank,0x991c2E104dfa1e2f88FD91010EE65CFb2A60E255,3272,13.296160722050313
135.sol,HeroCore,0x8a1190c9a21ccc195a943ec9ee434620461b46b2,3255,2.8308512428221007
136.sol,PyramidGame,0xc3c94e2d9a33ab18d5578bd63dfdaa3e0ea74a49,3252,2.47282993
137.sol,DogCore,0x9eea7965ee59c304f81d602ae1d9a3d624429d9d,3251,15.035362132891143
138.sol,CasperToken,0x67c5dd527f75008968370570fbc4f8c057b5d736,3232,651.891103435
139.sol,StrikersPackSale,0xeb5405e21d07fa5e3b6644d0ae7f391b47f17e27,3222,5.0125
140.sol,EVOLUTION,0x4c902a3ff72dcf01bac6b9d0438565e649a87404,3207,21.66537588743212
141.sol,Mobius2Dv2,0xB4a448387403554616eB5B50aa4C48f75243a015,3147,2.993704524752655
142.sol,F3DGo,0x6de7fd35c2f9b25b0efe85621306e9de41eab97f,3113,3.320094246501075
143.sol,CryptoDuel,0x4dcb3e74d304f74505c7ae9ae6c980e6ff602780,3066,2.729521548417587
144.sol,GLACrowdsale,0xaaf4281fd8142dc3263b3303b0a6f62d00b2d07e,3019,9.0
145.sol,PT7D,0xb453b2c67d70f1e19ce770296c7d2f35cb7cdfd8,3001,502.5667075579445
146.sol,Star3Dlong,0x4d2c5308f1d9b42bdc398d215713bbc9e0738a0a,2981,7.979562594871301
147.sol,EternalStorageProxyForStormMultisender,0xa5025faba6e70b84f74e9b1113e5f7f4e7f4859f,2895,9.889545
148.sol,Poker,0x6b026adb88f36c9e7ffafa7206aaadc6255e34f0,2870,9.112066666666667
149.sol,POOHMO,0x1a050d77003caee532df18d04d86b99ca15bf9e8,2866,6.01027290373385
150.sol,ICO,0x49edf201c1e139282643d5e7c6fb0c7219ad1db7,2864,44.22712502267057
151.sol,FullFOMO,0x820dfa17d30f938dc2c172b716630a06ec759d99,2831,19.09615932784709
152.sol,VideoPoker,0x97967c25f5a0de5cdc3c9d687ec3036c7b15252f,2814,19.2724
153.sol,CryptoMiningWar,0x0de197dc289d680e734ccab866d529505b2638db,2781,2.52331465196008
154.sol,StandardBounties,0x2af47a65da8cd66729b4209c22017d6a5c2d2400,2757,97.468044
155.sol,Ethernext,0x499197314f9903a1ba9bed7ee54cd9eee5900e49,2656,1.9736075208130626
156.sol,Hourglass,0xbce39946aba431f8a244153cb8aca6541625bc2e,2562,1.873774035879016
157.sol,Unidirectional,0x08e4f70109ccc5135f50cc359d24cb7686247df4,2484,67.12204472345655
158.sol,ReadyPlayerONE,0x6db943251e4126f913e9733821031791e75df713,2472,32.40457890536851
159.sol,EstatesToken,0xe26b758708f39276f879c0a187d9a789fc26c38e,2398,1.0225081403908496
160.sol,MultiSigWallet,0x3d49be967b884b91078a7946a772be1c804e806c,2364,31.607647424987768
161.sol,FactbarDeed,0x7da47ca0de0797ffedfea9194cac9a8a5d0cd0cc,2347,18.932636647705365
162.sol,GameChannel,0x9919D97e50397b7483E9EA61e027E4C4419c8171,2319,18.133999848
163.sol,SnailFarm2,0xeb93e12e23acd78f622fcdb6b51906b7ba0aed2b,2318,2.1387013336907685
164.sol,PoHMO4D,0xc65d85f7bda97015c0fe23b8cdca3c5567a526a1,2289,1.9824496966464231
165.sol,ArkToken,0xf030b8fbe57c4498298449fc78a0f7054a5ef76d,2261,5.109664228791852
166.sol,A2ACrowdsale,0xc8d2881128dbe1534495a85edf716278b892c037,2231,67.15555921876845
167.sol,WheelOfEther,0x6e4382f198979a598dc5cbef188486ce9510ecb7,2228,69.0
168.sol,gameLotto,0xed6fd4acc53e539cb6adbe1639fb3e2565354c12,2191,40.27223467298033
169.sol,F3DShop,0x103D98686CeD96f1D2Cf1A0d1eABDD63c9c027e4,2183,5.631895115557877
170.sol,JujxToken,0x2a6c1d918e79090856c66eee5c62672fa4f01c2b,2150,3.019868732587897
171.sol,TulipCore,0x995020804986274763df9deb0296b754f2659ca1,2145,93.80417504506661
172.sol,CryptoSoccrToken,0xc95c0910d39d1f6cd3bd71e4b689660c18172b7b,2107,16.214091988797172
173.sol,InsightsNetworkContributions,0x97ec9bfb0f6672c358620615a1e4de0348aea05c,2089,208.645
174.sol,FoMo3Dshort,0x52083b1a21a5abc422b1b0bce5c43ca86ef74cd1,2081,149.11918326575815
175.sol,ProofOfStableCoin,0x9b2b16f9a9a65425ee9a117aa6ba9f0603d973f7,2076,51.85402375661231
176.sol,MSCE,0x2efb0309f41648a9faa935e189e2c8ff763bce75,2027,6.0
177.sol,TikiMadness,0xc094367b4c79564b6c8b4218f84dea835b2c2dd0,2017,6.7782481045195535
178.sol,Faucet,0x793ae8c1b1a160bfc07bfb0d04f85eab1a71f4f2,2015,1.0
179.sol,Realm,0xe8ccceac43cfbb62be5b4e9971e4e26b83389ad0,2009,1.2825
180.sol,TokenReg,0x5f0281910af44bfb5fc7e86a404d0304b0e042f1,2005,3.51
181.sol,F3Dultra,0x0b5da756938e334c97ce20715e32a4a8fea12ba9,1988,1.6119959526697196
182.sol,UnionPay,0xe8ea0f7633bd29f6bbd603adae82249cce34cb49,1986,30.0
183.sol,MoonInc,0x881ef8c83e612f8573cfcc9c8a078d6f17a52bd8,1959,2.33075251746548
184.sol,R1Exchange,0x353D92db08564500d812DDFD23a668D2F405ED85,1956,68.01909754263407
185.sol,FoMo3Dlong,0x51a5271ec514c3065d9de2d8e95051989f7d53ab,1949,5.567968862601849
186.sol,BW,0x6a20d74106f28ad19c60115917ff363ad71f525f,1880,1.5452575
187.sol,POTENTIAM,0x7c32DB0645A259FaE61353c1f891151A2e7f8c1e,1849,31.085430118
188.sol,Halo3D,0x0b3e515cb8b318120c5a126679eb945f2bb2ddea,1833,1.9325621626691716
189.sol,ProofOfCommunity,0x1739e311ddbf1efdfbc39b74526fd8b600755ada,1814,98.7195491182018
190.sol,TempleOfETH,0x0e21902d93573c18fd0acbadac4a5464e9732f54,1793,46.20624759399495
191.sol,FoMo3Dlong,0x417bdc58ef9a3d7de04a66ab84ed13048d9a82bb,1784,4.900026156469397
192.sol,CityToken,0x3012d31fcc4b6a7fa03bb0af1fba9639f405edea,1768,3.1099165844503753
193.sol,Cryptogs,0xefabe332d31c3982b76f8630a306c960169bd5b3,1759,1.456
194.sol,CashFlow,0xc780b0272bbe7caedb6b47157d88ce51b324da58,1756,6.918598722021046
195.sol,gameFinances,0xbbfdae4b3fafba81ac518121624d4501d5afeaba,1742,12.955312
196.sol,ProfitContainer,0x51ffc1b089392a5bb65bf24eaf04d07d0e6f88b5,1717,7.212798641120096
197.sol,POWH33,0x748c6ed3f78f5f06ceb76834f195d3a05b7d628a,1698,1.4286551083528836
198.sol,SharkPool,0x29aa20fB9b23421E310BDB8a7cfB81d7fbB4a1b3,1667,15.459485375599492
199.sol,bestmoney,0x93052d29c94f5bca09a22ee026ceb8c68522306c,1630,26.117165797761206
200.sol,ICO_CONTRACT,0xd0c3135cff83aa5a5824ed5ffbc1ae35f5d424e5,1628,14.0
201.sol,DigiPulse,0x9AcA6aBFe63A5ae0Dc6258cefB65207eC990Aa4D,1559,100.63346934562456
202.sol,FoMo3Dshort,0xb77B6eF8Cb8E43628E6116e1A7dd8DB068615DBc,1548,3.028177041606523
203.sol,Crowdsale,0xd9c82dddfb27c31f1acbbcf8c23ea4afc8a39789,1539,1.0
204.sol,LYNIA,0xecfae6f958f7ab15bdf171eeefa568e41eabf641,1523,177.1999291713371
205.sol,SmartPool,0xfc668AE14b0F7702c04b105448fE733D96C558DF,1496,13.555358960322847
206.sol,OMPxContract,0x09a80172ed7335660327cd664876b5df6fe06108,1494,7.467177041841703
207.sol,ECT,0x792e6c37ae5ced8202794af26671531195418616,1493,1.0
208.sol,EtherHellFaucet,0x635783f8dc5e941fc142235ea44cc3529c17695d,1480,9.53568362936792
209.sol,MarketPlace,0x2f13fa06c0efd2a5c4cf2175a0467084672e648b,1466,2.4576215061856197
210.sol,BITOX,0xb5adb233f28c86cef693451b67e1f2d41da97d21,1417,1.0093272433905096
211.sol,FinTab,0x9D613a7A10CD550C7a0826c6deEcFF6f1B3e9879,1415,1.48784997
212.sol,ProofofHumanity,0x4798480a81fe05d4194b1922dd4e20fe1742f51b,1397,2.803997976975768
213.sol,BattleProvider,0x3Addbd1434e3E23B9781B5bE577ad7aACFCF0BAD,1394,340.0
214.sol,CoreLayer,0x054df44d9bf67e87e09de919086bf12633f6bcf5,1392,18.0996112544425
215.sol,Coinchangex,0x2f23228b905ceb4734eb42d9b42805296667c93b,1375,37.1515492
216.sol,_8thereum,0x645f0c9695f2b970e623ae29538fdb1a67bd6b6e,1372,3.8692565253009747
217.sol,Slot,0x41ff0796a6c7a201476bff53c4cb2c48b084e5e0,1370,12.013395012596424
218.sol,Radex,0x9462eeb9124c99731cc7617348b3937a8f00b11f,1363,23.35803100146069
219.sol,EtherShipsCore,0x14a3f4795076c0ae67c2aa9efc10e58427a00dff,1359,26.934
220.sol,Offers,0x57831a0c76ba6b4fdcbadd6cb48cb26e8fc15e93,1340,120.271775
221.sol,RobomedIco,0xA5d1e58ECe1fC438d64E65769d2ab730143a4Caf,1330,555.2519889024321
222.sol,CryptoGems,0x4ad6590fe12cea6dbf9eda1bd4f74f9a0292e585,1308,1.95025
223.sol,MC2long,0xcc8aabf5199a93c6cff2495761cbb70e056b41a5,1296,5.963694919665548
224.sol,SuperCountriesEth,0xdf203118a954c918b967a94e51f3570a2faba4ac,1286,1.7173131497126253
225.sol,MultiSigWallet,0xc5cdcd5470aef35fc33bddff3f8ecec027f95b1d,1276,42.2633391898031
226.sol,PoMN,0x351544927a64a458a87a91c33718487098873b87,1274,2.69141648038513
227.sol,UnKoin,0x5bedf488d29407bc08e77cd9ee292c2041a61c8c,1263,2.3826262949718138
228.sol,ARBITRAGECrowdsale,0x6260f78a41168fd1edb81dd6f00c4945ac884cfc,1250,41.0
229.sol,Game,0xc741bc7fa502ddcf2d5cc9e2c70f0ee7090cfd0d,1246,3.272
230.sol,DecisionTokenSale,0xbd2ed3e85faa3433c068c7b3f9c8c7d839ce88d7,1239,69.6
231.sol,LuckchemyCrowdsale,0x18777aec0b231d1a4a9c66b51253088a03affdfc,1236,18.79763783
232.sol,FoMo3DUnlimited,0x39ffccecc551f35f8dfcb52c8c01060919aed1ea,1209,3.693142699642823
233.sol,EtheremonAdventurePresale,0xd76e916901c278dc445e4a808d87a4b34edaee25,1180,100.0
234.sol,Hourglass,0x7b6c511a94d35b9cf9979b727335c9798edb5c64,1176,4.530197603379896
235.sol,WheelOfEther,0x927764bb17ce8b9f8c3a930ca4472d611ee93173,1167,643.0
236.sol,StrongHold,0x8036165ccabee251c886d6121b047c16b5e798b5,1161,5.4851511576660785
237.sol,Efirica,0x896498daf4595d70965517d4385e895448e269ca,1161,56.193710774486114
238.sol,Exchange,0xa5cc679a3528956e8032df4f03756c077c1ee3f4,1156,20.08381671537341
239.sol,distribution,0x44357ae7512fe99f55cb94a85f3e947b9143e76c,1148,7.269536578447092
240.sol,P4,0x5b8ad60798ec10ad36e52625ff881801240c491a,1144,3.4121689353839977
241.sol,ProofOfRipple,0x8da9ccf44fa08f651b71fa76f4ed41796b428f61,1138,1.3221566335694641
242.sol,EthernautsMarket,0x3b74618d5c023de31bd90fcdf5875099de46a864,1115,3.3731803937399865
243.sol,Congress,0xfb6916095ca1df60bb79ce92ce3ea74c37c5d359,1115,3.0
244.sol,MultiSigWallet,0x815bde5591933ad1b025b6a34462d7ec02c71710,1107,6.0
245.sol,Pandora,0xf847b0052b9d369401b0d71465f28392ea7e3304,1105,1.5582036663736218
246.sol,AccountOwnership,0xf5632f8f24ab4d3834f3a16ea1ad6def59b443f5,1101,2.0
247.sol,FoMo3DWorld,0xf1ae594cefee0bf519f227f3262ee2a851b14b9a,1078,7.234985704302625
248.sol,RubusFundOrangeToken,0x876a11639ce3d2bba1712fc9f47bd6faee575ad4,1077,84.44387155089196
249.sol,StatusBuyer,0xcc89405e3cfd38412093840a3ac2f851dd395dfb,1057,76.59997743803571
250.sol,Bet0xgameMaster,0x1178ce8bbd246d4e985c536fb54f7cab3b08ac9a,1056,2.8229919720957635
251.sol,TribalWarfare,0xfa35645dd7d666f7f8743db98245518cdf348667,1048,4.091645082741048
252.sol,FomoSuper,0x8c74f1ed536e79de5cb225f035bc989ae84493f7,1031,2.6415490531443404
253.sol,JoyArt,0x96313f2c374f901e3831ea6de67b1165c4f39a54,1030,3.824940138579215
254.sol,Crowdsale,0x85eafc29690c6d64c8513499b6bea8864fbeb6d7,1020,1.0
255.sol,EtherDice,0x5138e7b13e56ac9b15654cc2824a28e5355af4b4,1012,1.0
256.sol,GodPowerCoin,0x749012523b5c0f634537736202e233f12e9e66bc,966,4.5072
257.sol,TheIlluminati,0x74c5ab4757fcdbf8732230ca154498ea0c538239,941,1.3965401542697826
258.sol,E4Token,0x7b79387dd30dc6848dd2308c825b6802e99abc84,940,1.1431570620136406
259.sol,SnowStorm,0xb2b30d39074c52a60283a26f238abff31fcb4217,935,25.325408553035928
260.sol,SharkPool,0x4c13184721de2d1b47a8875775ba3ce0b2e00ee0,927,6.158280429569219
261.sol,CoinFlip,0xb4afb4a1df99c2333ddc57ec33e57d26e87e78e4,924,2.2771929165620173
262.sol,ProductionUnitToken,0x66656bff674879b76ccd561f61fc716e54aa6668,923,2.000385613012873
263.sol,Grass,0x1dc994010375d1b6c0421f825c05c75f426031ec,912,4.913512712266493
264.sol,CryptoArtsToken,0x73b0ebea28f76be1368d578d13657354330472a9,908,3.9728995409205172
265.sol,OmniDex,0x433e631ac0c03e49ca034dbf5543964c80c6b391,907,2.77303823379532
266.sol,THTokenSale,0xcd806502ad2f9aeb32e23f8d647341d4b568201d,905,45.345189252315
267.sol,ProofOfBitconnect,0x0c9384b679254d2f6de7b87af5d4fecc0f1c245a,872,11.296440981610074
268.sol,Star3Dlong,0xdf100fa9a871669f1c99649fe7852ff45228a83b,861,22.92075366410316
269.sol,DiceLuck100,0xe045b6ee1b2bdb357ea1bd9435de0b07eda4053a,860,4.9604
270.sol,SibbayHealthToken,0x3D9c6C5A7b2B2744870166EaC237bd6e366fa3ef,839,8.563460811640693
271.sol,PccToken,0xfb7da9863e030495db8b4d067d665fc8433fff85,833,9.59312019
